loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1138,1, Graduate, No,8300000,28900000,12,529,18300000,3900000,32500000,5800000, Rejected
1139,4, Graduate, No,2800000,6100000,18,415,2200000,4200000,8400000,2000000, Rejected
1140,1, Graduate, Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000, Approved
1141,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000, Approved
1142,0, Graduate, No,2900000,9800000,16,395,5400000,4300000,8600000,2400000, Rejected
1143,0, Graduate, No,6500000,24100000,20,488,3300000,6000000,22900000,9700000, Rejected
1144,1, Graduate, Yes,200000,400000,8,569,200000,200000,700000,300000, Approved
1145,1, Not Graduate, No,8400000,24600000,14,817,1800000,13100000,31300000,8200000, Approved
1146,1, Graduate, Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000, Approved
1147,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000, Approved
1148,5, Not Graduate, Yes,900000,1800000,14,464,2300000,300000,1800000,700000, Rejected
1149,2, Graduate, No,7300000,20000000,6,729,13100000,10700000,17900000,9100000, Approved
1150,4, Not Graduate, Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000, Rejected
1151,2, Graduate, No,5200000,17200000,12,565,3500000,1300000,20000000,6300000, Approved
1152,1, Graduate, No,7200000,21000000,14,421,3500000,11600000,21800000,4600000, Rejected
1153,0, Not Graduate, Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000, Rejected
1154,3, Not Graduate, Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000, Approved
1155,0, Graduate, No,600000,2300000,8,627,1800000,500000,2200000,300000, Approved
1156,0, Not Graduate, Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000, Rejected
1157,2, Graduate, Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000, Rejected
1158,3, Not Graduate, No,1300000,3600000,16,624,2400000,2300000,3300000,1900000, Approved
1159,4, Graduate, Yes,5700000,16900000,4,656,13000000,7400000,22000000,8400000, Approved
1160,2, Not Graduate, No,7700000,27300000,16,758,7300000,4600000,24800000,9100000, Approved
1161,4, Not Graduate, Yes,7000000,23500000,18,336,15000000,9500000,19700000,7800000, Rejected
1162,5, Graduate, No,8100000,21900000,18,378,5200000,3400000,16200000,9600000, Rejected
1163,1, Graduate, Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000, Approved
1164,2, Graduate, No,4500000,9100000,18,593,-100000,600000,12400000,2500000, Approved
1165,0, Not Graduate, Yes,9600000,34000000,12,710,23800000,10300000,38100000,7800000, Approved
1166,1, Not Graduate, Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000, Approved
1167,1, Not Graduate, Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000, Rejected
1168,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000, Approved
1169,2, Graduate, No,8900000,28500000,6,367,22200000,16600000,21500000,9300000, Rejected
1170,1, Graduate, No,1400000,3100000,20,384,200000,1200000,4200000,1800000, Rejected
1171,2, Graduate, No,1700000,5900000,16,610,3100000,300000,3700000,1300000, Approved
1172,0, Graduate, No,5300000,19500000,12,802,9800000,3300000,15200000,3200000, Approved
1173,3, Graduate, No,6500000,25200000,10,858,15400000,10900000,14000000,8100000, Approved
1174,2, Graduate, No,5900000,14000000,8,599,4700000,9500000,17800000,6700000, Approved
1175,4, Graduate, Yes,9800000,27000000,2,395,18700000,3000000,23000000,9700000, Rejected
1176,3, Graduate, Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000, Rejected
1177,1, Graduate, No,7900000,27100000,10,803,20000000,9800000,22200000,6600000, Approved
1178,4, Graduate, No,3500000,8900000,20,809,7100000,1500000,13700000,3200000, Approved
1179,4, Not Graduate, No,2400000,6600000,2,722,6100000,3300000,5600000,3000000, Approved
1180,5, Graduate, No,9900000,35700000,10,392,7900000,4300000,39200000,13000000, Rejected
1181,0, Graduate, No,3900000,14500000,8,545,5900000,3000000,10300000,3400000, Rejected
1182,2, Not Graduate, Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000, Approved
1183,0, Graduate, Yes,6400000,21900000,12,727,15400000,10100000,24000000,5300000, Approved
1184,4, Graduate, No,7100000,19800000,18,530,7100000,3400000,20900000,7100000, Rejected
1185,2, Not Graduate, No,8800000,19000000,14,637,13700000,13900000,27100000,6100000, Approved
1186,5, Graduate, No,7400000,21000000,4,561,21300000,3800000,26400000,3900000, Approved
1187,2, Not Graduate, No,4400000,12000000,20,421,9300000,2700000,15700000,3400000, Rejected
1188,3, Graduate, Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000, Rejected
1189,3, Not Graduate, No,6900000,26000000,14,828,14800000,4200000,18500000,3600000, Approved
1190,4, Graduate, No,9600000,27500000,20,679,23400000,7500000,37800000,6300000, Approved
1191,2, Graduate, Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000, Rejected
1192,0, Not Graduate, No,2600000,9400000,18,879,2800000,1400000,5100000,2300000, Approved
1193,3, Graduate, Yes,9300000,26100000,14,636,4700000,16100000,34500000,11600000, Approved
1194,2, Not Graduate, Yes,2100000,5600000,16,426,400000,300000,7100000,1200000, Rejected
1195,4, Not Graduate, Yes,9000000,21500000,14,508,16600000,17300000,24300000,13100000, Rejected
1196,3, Not Graduate, Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000, Approved
1197,3, Not Graduate, No,2200000,6400000,20,667,6300000,3900000,8300000,2900000, Approved
1198,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000, Approved
1199,1, Graduate, Yes,8300000,16800000,2,366,22000000,6600000,27300000,4500000, Rejected
1200,2, Not Graduate, No,300000,600000,2,383,600000,300000,1100000,400000, Rejected
1201,0, Not Graduate, Yes,300000,800000,4,603,800000,200000,600000,200000, Approved
1202,3, Graduate, No,3900000,14900000,4,728,4700000,4000000,14900000,5500000, Approved
1203,0, Not Graduate, No,6600000,20300000,6,549,10800000,900000,23100000,9800000, Rejected
1204,0, Graduate, No,4100000,10700000,8,855,11500000,700000,11200000,3100000, Approved
1205,5, Graduate, Yes,1800000,5300000,12,461,2800000,2000000,4700000,2000000, Rejected
1206,3, Not Graduate, Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000, Rejected
1207,2, Not Graduate, Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000, Approved
1208,1, Not Graduate, Yes,300000,600000,8,816,600000,300000,1100000,200000, Approved
1209,4, Not Graduate, Yes,4300000,11400000,2,560,10000000,3900000,8900000,3300000, Approved
1210,0, Graduate, Yes,3200000,12000000,14,645,5200000,1400000,12100000,3400000, Approved
1211,4, Not Graduate, Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000, Approved
1212,0, Not Graduate, Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000, Rejected
1213,4, Graduate, No,1300000,3600000,10,657,3200000,1900000,2900000,1100000, Approved
1214,3, Not Graduate, No,2400000,9300000,2,682,3100000,4400000,5200000,1500000, Approved
1215,0, Graduate, No,600000,1600000,10,588,1600000,100000,1100000,300000, Approved
1216,5, Graduate, Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000, Rejected
1217,0, Graduate, No,400000,1200000,4,766,900000,300000,1200000,300000, Approved
1218,4, Graduate, No,5900000,19900000,14,469,14200000,6800000,22100000,3200000, Rejected
1219,0, Graduate, Yes,700000,1400000,10,618,1300000,200000,1700000,500000, Approved
1220,0, Not Graduate, Yes,8600000,17700000,20,711,22000000,0,30800000,7400000, Approved
1221,0, Graduate, Yes,9000000,34000000,4,549,2000000,8900000,20000000,12400000, Approved
1222,3, Graduate, Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000, Approved
1223,4, Not Graduate, Yes,500000,1500000,6,461,1300000,500000,1700000,200000, Rejected
1224,2, Graduate, No,1600000,3800000,10,837,3800000,1100000,5500000,1600000, Approved
1225,0, Graduate, Yes,9800000,23900000,14,459,1000000,13400000,21100000,7200000, Rejected
1226,4, Graduate, No,7800000,29700000,20,614,22000000,700000,26800000,6300000, Approved
1227,4, Not Graduate, No,6500000,24000000,16,373,5600000,5100000,15600000,6700000, Rejected
1228,5, Graduate, Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000, Rejected
1229,4, Graduate, Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000, Approved
1230,4, Graduate, Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000, Rejected
1231,1, Not Graduate, Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000, Rejected
1232,4, Graduate, Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000, Approved
1233,5, Graduate, Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000, Approved
1234,1, Not Graduate, Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000, Rejected
1235,2, Not Graduate, No,6900000,18700000,10,699,12800000,5700000,21200000,5200000, Approved
1236,4, Graduate, Yes,8400000,25200000,2,308,8100000,9300000,27700000,10500000, Approved
1237,0, Graduate, No,300000,500000,18,702,300000,400000,1200000,100000, Approved
1238,2, Not Graduate, Yes,9500000,37500000,4,456,10200000,16800000,34100000,12900000, Approved
1239,3, Graduate, Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000, Approved
1240,3, Not Graduate, No,4200000,14500000,20,840,4500000,5900000,8900000,4600000, Approved
1241,4, Graduate, Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000, Approved
1242,5, Graduate, Yes,7100000,19700000,4,727,7700000,12900000,23600000,5800000, Approved
1243,4, Graduate, No,3500000,11600000,10,335,6300000,5200000,10300000,2300000, Rejected
1244,5, Not Graduate, No,400000,800000,18,304,900000,500000,1400000,400000, Rejected
1245,2, Graduate, Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000, Approved
1246,0, Not Graduate, No,1800000,6600000,10,737,5000000,2000000,6000000,1500000, Approved
1247,1, Graduate, Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000, Approved
1248,1, Graduate, Yes,1000000,3200000,4,888,2000000,1500000,2200000,1300000, Approved
1249,2, Not Graduate, Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000, Approved
1250,5, Not Graduate, Yes,3600000,12400000,8,333,8800000,1000000,10700000,4000000, Rejected
1251,5, Graduate, No,9400000,23700000,18,862,21500000,3500000,22400000,5600000, Approved
1252,5, Not Graduate, No,2600000,9100000,4,309,6400000,1400000,5900000,3400000, Approved
1253,5, Not Graduate, No,9500000,30700000,10,823,16300000,3700000,30300000,13100000, Approved
1254,0, Graduate, Yes,3500000,11700000,14,649,2700000,700000,11400000,4800000, Approved
1255,5, Not Graduate, Yes,9800000,35700000,10,726,9400000,18900000,31200000,12000000, Approved
1256,4, Graduate, No,800000,3100000,18,712,400000,700000,1900000,1100000, Approved
1257,0, Not Graduate, No,9700000,37300000,20,701,12100000,16200000,24100000,10500000, Approved
1258,3, Graduate, No,6200000,21300000,12,655,6500000,11600000,19200000,5000000, Approved
1259,1, Not Graduate, Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000, Rejected
1260,2, Graduate, No,1800000,3800000,4,777,5100000,2700000,4600000,1400000, Approved
1261,3, Graduate, No,1700000,5300000,14,696,300000,700000,4500000,800000, Approved
1262,3, Graduate, No,3900000,14100000,16,496,2500000,2200000,13700000,2900000, Rejected
1263,2, Graduate, Yes,2200000,7900000,6,659,3400000,1800000,8600000,2400000, Approved
1264,3, Not Graduate, Yes,6300000,17700000,2,542,16800000,900000,16400000,5300000, Rejected
1265,2, Not Graduate, No,2200000,8700000,18,729,3900000,3300000,7600000,1300000, Approved
1266,1, Graduate, No,8100000,28400000,6,744,20300000,10500000,21800000,7700000, Approved
1267,4, Not Graduate, No,6800000,17000000,2,749,18000000,3800000,27100000,9400000, Approved
1268,0, Graduate, No,4700000,14800000,20,755,12300000,5000000,15400000,3700000, Approved
1269,3, Graduate, Yes,2200000,5300000,2,506,1600000,1700000,5800000,2800000, Rejected
1270,3, Graduate, Yes,3500000,13000000,6,391,6100000,3500000,13300000,4300000, Rejected
1271,1, Not Graduate, Yes,3500000,11600000,10,898,3100000,2700000,9000000,4500000, Approved
1272,5, Not Graduate, No,500000,1500000,12,527,100000,600000,1100000,200000, Rejected
1273,5, Not Graduate, No,9900000,35800000,20,470,9500000,18400000,39100000,14700000, Rejected
1274,1, Graduate, No,8400000,25000000,12,694,5300000,14900000,23000000,7700000, Approved
1275,1, Graduate, No,5000000,18800000,14,325,13100000,5700000,12800000,4300000, Rejected
1276,4, Not Graduate, Yes,5500000,13400000,10,880,300000,800000,19900000,2800000, Approved
1277,5, Graduate, Yes,3000000,11900000,14,459,6000000,4800000,11700000,4200000, Rejected
1278,3, Not Graduate, Yes,9400000,21400000,10,323,5100000,15500000,29600000,11300000, Rejected
1279,4, Graduate, No,7600000,29000000,8,739,22100000,8100000,22100000,8800000, Approved
1280,0, Not Graduate, Yes,5500000,16300000,10,724,11900000,1500000,11900000,6200000, Approved
1281,1, Graduate, No,3100000,7400000,18,487,8400000,1200000,9200000,4500000, Rejected
1282,3, Graduate, No,7700000,27700000,4,439,13900000,7500000,27100000,6200000, Approved
1283,2, Graduate, No,9800000,25400000,2,655,19900000,4600000,21300000,7900000, Approved
1284,3, Not Graduate, No,3200000,9200000,14,443,3300000,1100000,7200000,4500000, Rejected
1285,2, Graduate, No,700000,2600000,20,489,100000,200000,2400000,900000, Rejected
1286,4, Not Graduate, Yes,3100000,8600000,14,427,3100000,3800000,9900000,3700000, Rejected
1287,0, Graduate, Yes,4500000,10500000,20,417,9800000,2000000,9600000,5800000, Rejected
1288,5, Not Graduate, Yes,8900000,24800000,18,842,16200000,5000000,20000000,8100000, Approved
1289,3, Not Graduate, No,5900000,23200000,2,307,15500000,10000000,21100000,6300000, Approved
1290,2, Not Graduate, No,1500000,4500000,18,428,4500000,1200000,5600000,1100000, Rejected
1291,4, Not Graduate, Yes,6300000,15200000,16,415,15500000,1800000,20700000,7900000, Rejected
1292,3, Not Graduate, Yes,6500000,18200000,20,405,10400000,2800000,21300000,6700000, Rejected
1293,4, Graduate, No,8000000,31500000,18,683,10300000,7900000,30100000,9600000, Approved
1294,1, Graduate, Yes,3300000,10600000,14,742,300000,600000,8400000,4500000, Approved
1295,4, Not Graduate, No,3900000,10000000,10,530,10900000,200000,12300000,1900000, Rejected
1296,3, Graduate, No,1600000,3500000,10,844,4500000,2200000,5200000,1600000, Approved
1297,2, Not Graduate, Yes,3900000,13900000,18,715,5000000,5600000,9900000,2100000, Approved
1298,3, Graduate, Yes,8000000,26300000,12,476,21700000,6600000,16400000,9000000, Rejected
1299,2, Graduate, No,2200000,4800000,6,721,1800000,100000,6900000,2200000, Approved
1300,4, Not Graduate, No,7600000,30300000,12,339,20400000,8000000,22200000,5800000, Rejected
1301,5, Not Graduate, Yes,2700000,6800000,6,461,4500000,2000000,8200000,1700000, Rejected
1302,2, Graduate, Yes,6300000,23200000,12,556,7000000,8300000,24200000,5300000, Approved
1303,3, Not Graduate, No,7700000,18700000,8,483,15100000,5600000,24600000,10200000, Rejected
1304,2, Graduate, No,4500000,17200000,18,406,4100000,6300000,13800000,3300000, Rejected
1305,2, Graduate, Yes,9400000,24800000,14,513,24200000,18200000,37200000,7500000, Rejected
1306,0, Not Graduate, No,4600000,12600000,16,574,3400000,6200000,15100000,3600000, Approved
1307,0, Graduate, Yes,5200000,15700000,6,692,3800000,7000000,12800000,5500000, Approved
1308,5, Graduate, Yes,8000000,29800000,18,867,17700000,14100000,22800000,9200000, Approved
1309,1, Not Graduate, Yes,9900000,38500000,2,875,19600000,2900000,20200000,6500000, Approved
1310,4, Graduate, Yes,8500000,18600000,10,597,16600000,3200000,21000000,11600000, Approved
1311,2, Graduate, Yes,4900000,12000000,20,513,14200000,8100000,18300000,4800000, Rejected
1312,3, Graduate, Yes,7000000,24200000,2,354,18200000,7000000,15900000,7900000, Approved
1313,2, Not Graduate, No,9600000,25900000,18,647,11800000,9900000,35600000,11500000, Approved
1314,1, Graduate, No,9700000,23700000,6,875,11500000,14400000,38100000,10400000, Approved
1315,1, Graduate, No,6200000,14300000,20,819,7500000,11700000,16700000,4300000, Approved
1316,4, Not Graduate, Yes,4100000,9600000,10,521,11900000,7100000,14100000,4900000, Rejected
1317,0, Graduate, Yes,6100000,19900000,20,761,4500000,3700000,12700000,7100000, Approved
1318,0, Graduate, No,700000,1900000,18,572,1400000,1000000,2000000,300000, Approved
1319,3, Graduate, No,6400000,24100000,12,571,19000000,11500000,13200000,7500000, Approved
1320,4, Graduate, Yes,3800000,7800000,20,891,4600000,7000000,14300000,3300000, Approved
1321,1, Not Graduate, No,4900000,14800000,12,895,8600000,8200000,18300000,5200000, Approved
1322,2, Graduate, No,2100000,6600000,20,580,3800000,4100000,6200000,2100000, Approved
1323,2, Graduate, No,6200000,23400000,8,605,10000000,10800000,21800000,9200000, Approved
1324,4, Not Graduate, No,1600000,5100000,8,705,2400000,800000,5100000,1900000, Approved
1325,1, Not Graduate, Yes,1300000,5000000,20,423,900000,800000,3900000,1600000, Rejected
1326,5, Not Graduate, Yes,7300000,22500000,2,846,9800000,4700000,20300000,5700000, Approved
1327,2, Not Graduate, No,2100000,5000000,4,542,700000,600000,6600000,3100000, Rejected
1328,5, Not Graduate, No,600000,2400000,18,631,600000,300000,2100000,900000, Approved
1329,4, Graduate, No,7000000,24500000,18,318,4300000,1700000,16300000,3600000, Rejected
1330,1, Not Graduate, Yes,3000000,6800000,10,541,5800000,5700000,10700000,2900000, Rejected
1331,1, Graduate, No,900000,2900000,20,782,0,1500000,3500000,800000, Approved
1332,2, Graduate, No,9600000,35000000,2,888,12600000,6500000,37900000,5800000, Approved
1333,0, Graduate, No,1500000,3600000,14,747,200000,1400000,3000000,1200000, Approved
1334,0, Graduate, Yes,5000000,18900000,6,641,4300000,8500000,19600000,6700000, Approved
1335,3, Graduate, Yes,500000,1700000,4,640,400000,700000,1300000,200000, Approved
1336,4, Not Graduate, No,7600000,28100000,12,324,12500000,8500000,19900000,11100000, Rejected
1337,4, Graduate, No,5500000,21200000,20,359,4200000,5300000,18600000,6400000, Rejected
1338,0, Not Graduate, Yes,6600000,23300000,12,338,2400000,800000,18900000,9300000, Rejected
1339,0, Graduate, No,1400000,3200000,14,384,3100000,800000,3400000,2000000, Rejected
1340,5, Not Graduate, Yes,8800000,26600000,16,545,19100000,16600000,30400000,7600000, Rejected
1341,5, Not Graduate, No,6200000,24200000,18,610,10200000,7800000,19600000,8300000, Approved
1342,2, Graduate, Yes,8300000,27900000,18,840,12600000,3500000,19100000,9200000, Approved
1343,3, Not Graduate, No,2400000,8100000,6,630,5100000,2900000,9100000,2300000, Approved
1344,1, Graduate, No,9100000,31200000,4,508,12800000,11700000,31100000,7800000, Approved
1345,0, Not Graduate, Yes,9500000,34900000,4,535,800000,14100000,25600000,14000000, Approved
1346,1, Graduate, No,1200000,3400000,20,717,3100000,1500000,2500000,900000, Approved
1347,2, Graduate, Yes,7700000,19300000,8,735,1200000,1900000,23800000,10400000, Approved
1348,5, Graduate, Yes,7800000,22000000,20,528,5800000,8800000,24700000,4900000, Rejected
1349,0, Graduate, Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000, Rejected
1350,0, Not Graduate, No,1700000,5700000,12,422,3400000,1100000,6500000,900000, Rejected
1351,5, Graduate, No,4000000,13700000,6,496,-100000,1400000,15800000,3700000, Rejected
1352,4, Not Graduate, No,4200000,15500000,18,794,7300000,700000,13400000,2200000, Approved
1353,2, Graduate, No,2400000,7700000,6,719,6000000,1700000,6700000,1600000, Approved
1354,3, Not Graduate, Yes,2700000,6100000,14,630,3900000,2800000,10600000,2300000, Approved
1355,3, Not Graduate, Yes,600000,1800000,4,843,1400000,300000,1700000,400000, Approved
1356,2, Graduate, No,4600000,15600000,2,764,7700000,1500000,16000000,5800000, Approved
1357,3, Graduate, No,7200000,17700000,4,662,13100000,11500000,16300000,5300000, Approved
1358,0, Not Graduate, No,4700000,15500000,16,311,12800000,200000,17500000,2700000, Rejected
1359,4, Not Graduate, No,4300000,10100000,2,606,9900000,1800000,8900000,5500000, Approved
1360,5, Graduate, No,4700000,10200000,16,874,10800000,7700000,11100000,7000000, Approved
1361,4, Not Graduate, Yes,8700000,30000000,4,370,17600000,15600000,34600000,12100000, Approved
1362,1, Graduate, No,7000000,20500000,10,414,19700000,7500000,20700000,5100000, Rejected
1363,2, Not Graduate, No,600000,1100000,10,800,1200000,200000,2300000,900000, Approved
1364,1, Not Graduate, No,6800000,16900000,12,779,13800000,10200000,23400000,4400000, Approved
1365,1, Not Graduate, No,6400000,14100000,20,553,11700000,4500000,20000000,3600000, Approved
1366,4, Not Graduate, No,7600000,29900000,18,445,4800000,13900000,18400000,5700000, Rejected
1367,3, Not Graduate, No,9000000,21400000,8,496,16400000,7300000,31800000,12500000, Rejected
1368,0, Graduate, Yes,2400000,5900000,10,650,5100000,3700000,5300000,2300000, Approved
1369,3, Not Graduate, No,6800000,17900000,6,783,20000000,9800000,23600000,5500000, Approved
1370,5, Graduate, Yes,3500000,13500000,10,535,3100000,5700000,12500000,3100000, Rejected
1371,4, Graduate, Yes,8900000,34000000,20,415,13500000,3100000,33600000,12800000, Rejected
1372,0, Not Graduate, No,6000000,15300000,8,709,8900000,1700000,16400000,3500000, Approved
1373,3, Not Graduate, No,700000,2500000,14,819,1600000,1000000,2100000,900000, Approved
1374,0, Not Graduate, Yes,6800000,17300000,18,841,10500000,8600000,16000000,8700000, Approved
1375,4, Not Graduate, Yes,5300000,10700000,12,700,15800000,1900000,20500000,2900000, Approved
1376,1, Graduate, Yes,1400000,4200000,4,881,2800000,1200000,5100000,1300000, Approved
1377,2, Graduate, Yes,1400000,4600000,4,804,1900000,2200000,5200000,700000, Approved
1378,4, Not Graduate, No,9200000,21700000,6,653,22700000,4600000,29400000,8600000, Approved
1379,1, Graduate, Yes,7900000,29200000,2,663,19600000,12100000,28600000,10100000, Approved
1380,0, Not Graduate, No,4500000,17500000,10,495,10300000,3500000,9700000,6200000, Rejected
1381,1, Not Graduate, No,3800000,9800000,8,335,100000,5100000,14200000,1800000, Rejected
1382,5, Graduate, Yes,1500000,4900000,6,618,3400000,1000000,3200000,900000, Approved
1383,3, Not Graduate, No,1200000,2400000,12,480,3000000,100000,3100000,1700000, Rejected
1384,4, Not Graduate, No,1700000,4900000,18,843,4800000,2200000,6200000,1800000, Approved
1385,4, Graduate, No,5200000,14100000,16,483,11800000,800000,19200000,2700000, Rejected
1386,1, Not Graduate, No,1600000,5100000,12,548,2200000,2700000,3600000,800000, Rejected
1387,4, Graduate, Yes,6600000,16000000,16,379,6500000,12600000,24700000,4500000, Rejected
1388,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000, Approved
1389,4, Graduate, Yes,300000,500000,2,353,600000,100000,1200000,400000, Rejected
1390,5, Not Graduate, No,4600000,11500000,16,668,6500000,3100000,10200000,5500000, Approved
1391,3, Not Graduate, Yes,6100000,21300000,2,387,7100000,3100000,16300000,4100000, Approved
1392,0, Not Graduate, Yes,1500000,4100000,12,789,3600000,1600000,5800000,1300000, Approved
1393,0, Graduate, Yes,400000,900000,2,855,-100000,500000,1300000,400000, Approved
1394,0, Not Graduate, No,8700000,33600000,14,751,7100000,13700000,22800000,7000000, Approved
1395,3, Not Graduate, No,7000000,21600000,12,739,1600000,7600000,24500000,8400000, Approved
1396,4, Graduate, No,4700000,13100000,14,492,1000000,4500000,14100000,6400000, Rejected
1397,4, Not Graduate, Yes,7600000,23800000,16,896,3700000,4500000,15400000,6400000, Approved
1398,1, Not Graduate, Yes,9200000,24500000,4,545,25700000,0,20600000,13300000, Rejected
1399,5, Not Graduate, No,9400000,36800000,20,891,13900000,16600000,19300000,8900000, Approved
1400,0, Graduate, No,4800000,15100000,6,848,1300000,300000,18800000,3500000, Approved
1401,3, Not Graduate, Yes,600000,2400000,12,884,600000,800000,1400000,600000, Approved
1402,3, Graduate, Yes,4900000,14300000,14,439,10300000,5600000,17400000,5100000, Rejected
1403,3, Graduate, Yes,3300000,8500000,12,586,7500000,5100000,7800000,3900000, Approved
1404,3, Graduate, Yes,9100000,18800000,20,308,14500000,10200000,20500000,4800000, Rejected
1405,5, Graduate, No,6100000,23500000,16,300,300000,700000,22800000,4800000, Rejected
1406,3, Graduate, Yes,8400000,19600000,2,741,21500000,200000,18700000,8300000, Approved
1407,4, Graduate, No,7900000,31400000,8,698,16500000,11400000,28700000,5100000, Approved
1408,2, Not Graduate, Yes,6100000,22300000,10,733,12100000,9700000,17200000,5600000, Approved
1409,3, Not Graduate, Yes,2000000,4200000,16,571,1700000,3900000,5800000,1300000, Approved
1410,3, Graduate, Yes,9900000,29900000,20,490,10500000,9100000,27100000,7400000, Rejected
1411,2, Not Graduate, No,9500000,25400000,16,451,19000000,2900000,33800000,11400000, Rejected
1412,4, Graduate, Yes,1900000,6800000,6,559,3600000,2200000,6200000,1200000, Approved
1413,4, Graduate, Yes,6900000,21400000,10,577,12500000,2200000,14900000,6300000, Approved
1414,2, Not Graduate, Yes,1500000,5000000,4,613,4400000,1300000,5200000,2100000, Approved
1415,4, Not Graduate, No,1900000,3800000,20,785,1000000,600000,6100000,1500000, Approved
1416,0, Graduate, Yes,2300000,6000000,8,690,5500000,2900000,6000000,2000000, Approved
1417,2, Not Graduate, No,7800000,17100000,14,351,19000000,7200000,19300000,7100000, Rejected
1418,4, Not Graduate, No,400000,1000000,10,447,0,300000,900000,300000, Rejected
1419,0, Graduate, Yes,9400000,19200000,20,708,21200000,16300000,23400000,13200000, Approved
1420,2, Graduate, No,9100000,21700000,12,549,25500000,11000000,34700000,12200000, Rejected
1421,1, Graduate, Yes,9000000,18800000,8,797,4100000,9400000,22900000,7500000, Approved
1422,4, Not Graduate, No,7100000,14300000,14,537,13700000,10400000,18200000,6100000, Rejected
1423,3, Graduate, No,800000,2500000,12,828,1700000,0,1500000,700000, Approved
1424,0, Graduate, Yes,4500000,9600000,14,471,3200000,7700000,11000000,3600000, Rejected
1425,5, Graduate, No,8500000,25400000,4,336,8500000,1200000,30600000,9000000, Rejected
1426,3, Not Graduate, Yes,2500000,9800000,16,424,4700000,3200000,5800000,1300000, Rejected
1427,2, Graduate, No,1500000,3300000,18,440,800000,2300000,3000000,1800000, Rejected
1428,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000, Approved
1429,1, Not Graduate, Yes,1300000,2900000,6,480,2900000,300000,2900000,1400000, Rejected
1430,5, Not Graduate, No,6600000,25800000,10,670,4600000,7200000,20600000,8500000, Approved
1431,0, Graduate, Yes,5300000,13700000,6,329,8800000,7600000,11200000,2800000, Rejected
1432,5, Not Graduate, No,1400000,3000000,6,754,3500000,2700000,5300000,1400000, Approved
1433,2, Not Graduate, Yes,2900000,7800000,18,588,400000,100000,11600000,4200000, Approved
1434,3, Not Graduate, No,6500000,16500000,4,551,5300000,800000,18500000,7600000, Approved
1435,3, Graduate, No,8300000,18900000,4,316,20200000,9700000,21300000,8200000, Rejected
1436,2, Not Graduate, Yes,8900000,32200000,12,382,0,11300000,20500000,5400000, Rejected
1437,3, Graduate, No,5300000,15000000,6,717,7000000,4100000,17100000,5300000, Approved
1438,0, Graduate, No,2800000,7300000,6,676,3500000,2200000,5700000,3200000, Approved
1439,1, Not Graduate, No,8000000,27800000,6,667,6000000,12600000,22500000,9900000, Approved
1440,3, Not Graduate, No,3900000,10500000,20,821,1600000,6300000,11000000,3900000, Approved
1441,0, Graduate, No,6200000,20100000,20,345,9300000,5900000,17400000,4100000, Rejected
